,facility_address,facility_name,facility_city,grade,score,serial_number,points,violation_description,violation_status,time,activity_date,year
494594,16358 VENTURA BLVD,DELMONICO'S LOBSTER HOUSE,ENCINO,A,95,DAAK5FPB7,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201709,2017-09-07,2017
612709,11245 S LONG BEACH BLVD,FOOD 4 LESS #324,LYNWOOD,A,96,DATXP9YPF,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201511,2015-11-23,2015
87359,12431 SAN FERNANDO RD STE #F,RESTAURANTE  DURAN Y FAMILIA,SYLMAR,A,90,DAFBGAFCA,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201708,2017-08-07,2017
715071,113 N ROBERTSON BLVD,THE IVY,LOS ANGELES,A,96,DA9E8IYFO,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201710,2017-10-30,2017
571100,331 N GLENDALE AVE,WHOLE FOODS MARKET #29,GLENDALE,A,93,DADC6JXEZ,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201701,2017-01-24,2017
187738,7932 FLORENCE AVE,CHINA WOK EXPRESS,DOWNEY,A,96,DAIRK8TWZ,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201704,2017-04-04,2017
160995,7376 MELROSE AVE,LA CREME CAFE,LOS ANGELES,A,90,DAUCGQ0RE,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201608,2016-08-05,2016
653349,1108 E PACIFIC COAST HWY,FLORES RESTAURANT,WILMINGTON,A,90,DAFL5OSED,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201509,2015-09-16,2015
849875,201 N CITRUS AVE,3 VINOS,COVINA,A,92,DA28TFM9A,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201602,2016-02-12,2016
660425,6001 S HOOPER AVE,JOEY'S RESTAURANT,LOS ANGELES,A,93,DAA0ZICXJ,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201509,2015-09-02,2015
210413,5050 W SUNSET BLVD,LITTLE ONGPIN,LOS ANGELES,A,92,DACCKEDRO,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201706,2017-06-14,2017
77572,9162 W OLYMPIC BLVD,SASABUNE,BEVERLY HILLS,A,93,DAMG324BR,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201508,2015-08-10,2015
320741,1551 OCEAN AVE,SUBWAY-56329,SANTA MONICA,A,95,DAHTXGAUZ,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201608,2016-08-09,2016
177093,3944 N PECK RD STE 9,ANGEL BAKERY DELI,EL MONTE,A,95,DAVZSGH50,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201703,2017-03-01,2017
544828,131 E 6TH ST,REDLINE BAR,LOS ANGELES,A,92,DAD5HYOO4,2.0,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE,201603,2016-03-10,2016
195118,6010 W PICO BLVD,THE MINT,LOS ANGELES,B,85,DAZSC1TLF,0.0,# 50. Impoundment of unsanitary equipment or food,OUT OF COMPLIANCE,201701,2017-01-19,2017
341113,992 E ALOSTA AVE STE C-D,SIAM PALACE THAI CUISINE,AZUSA,A,92,DAQR19NO1,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201510,2015-10-01,2015
140318,2100 S AZUSA AVE,DIAMOND CLUB,WEST COVINA,A,94,DANOECUF3,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201703,2017-03-24,2017
851647,4321 W SUNSET BLVD,JAY'S BAR,LOS ANGELES,A,90,DAQRGFZVP,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201607,2016-07-27,2016
592959,7010 E SOMERSET BLVD STE #B,TREE BURGER,PARAMOUNT,A,90,DA9D1DVYJ,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201606,2016-06-17,2016
696880,8717 W PICO BLVD,HAIFA RESTAURANT,LOS ANGELES,A,91,DAAQE6FL3,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201708,2017-08-23,2017
126137,11700 E ROSECRANS AVE,TAM'S SUPER BURGERS NO 33,NORWALK,A,94,DAMALQNVX,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201610,2016-10-20,2016
779258,10845 LINDBROOK DR,MH ITALIAN EXPRESS INC,LOS ANGELES,B,81,DADTCUQQC,4.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201510,2015-10-22,2015
188940,10317 S AVALON BLVD,SUBWAY #43422,LOS ANGELES,A,98,DAE06OV36,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201712,2017-12-01,2017
564271,24412 HAWTHORNE BLVD,LOX OF BAGELS,TORRANCE,A,94,DAELMSZK1,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201706,2017-06-05,2017
353520,955 S VERMONT AVE # A,KANBAI,LOS ANGELES,A,94,DAAHULUFU,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201711,2017-11-17,2017
341092,6256 WILSHIRE BLVD,PITA KITCHEN,LOS ANGELES,A,91,DAL6YS5CW,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201509,2015-09-01,2015
883431,716 E 9TH PL,YANG BA SUL LUNG TANG INC,LOS ANGELES,A,94,DAESPIINM,4.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201512,2015-12-01,2015
896298,7257 TOPANGA CANYON BLVD,VALLEY INDIA CAFE,CANOGA PARK,A,92,DAQKXHOJH,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201606,2016-06-08,2016
314834,1110 HUNTINGTON DR,COLONIAL KITCHEN,SAN MARINO,C,75,DAP5IOPQW,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201508,2015-08-21,2015
612613,3500 W 6TH ST STE 100,ZION MARKET DELI & ISLAND,LOS ANGELES,A,94,DAM3P5YAB,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201703,2017-03-13,2017
112396,1253 N VINE ST # 12,SABINA'S EUROPEAN RESTAURANT,LOS ANGELES,C,75,DAURPEHVE,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201609,2016-09-06,2016
494685,1712 E ALONDRA BLVD,EL TAPATIO GRILL AND BAKERY,COMPTON,A,90,DAFIJV1IW,1.0,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE,201706,2017-06-14,2017
288357,150 CITADEL DR STE G,FRESCA'S MEXICAN GRILL,COMMERCE,A,94,DAJEV0OSF,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201607,2016-07-12,2016
621732,4200 PECK RD E,PHO KIM,EL MONTE,A,97,DA4AOMNAW,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201606,2016-06-16,2016
847266,2914 W BEVERLY BLVD,SWEET O DONUTS,MONTEBELLO,A,96,DAJEIW02V,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201603,2016-03-15,2016
145212,7013 MELROSE AVE,SHAHAN'S ANARKALI RESTAURANT,LOS ANGELES,A,92,DA1BRIISF,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201602,2016-02-04,2016
150282,2021 E FOOTHILL BLVD,PIZZA BARN,LA VERNE,A,97,DAU0VDA0L,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201601,2016-01-14,2016
628531,13015 E PHILADELPHIA ST,NEW CANTON RESTAURANT,WHITTIER,A,90,DADQRY2X4,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201707,2017-07-26,2017
479849,4103 VERDUGO RD,DOSHI'S ARCO,LOS ANGELES,A,94,DAPC3MZDK,1.0,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE,201609,2016-09-20,2016
787025,15624 WHITTIER BLVD,TOMY'S PIZZA,WHITTIER,A,90,DAXTVU708,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201709,2017-09-13,2017
839094,24223 CRENSHAW BLVD STE H,SUBWAY #24674,TORRANCE,A,94,DAINYKWSX,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201507,2015-07-30,2015
471287,20152 ROSCOE BLVD,FRIENDLY EXPRESS LIQUOR,WINNETKA,A,92,DAOKR30CP,1.0,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE,201710,2017-10-02,2017
186296,1000 UNIVERSAL STUDIOS BLVD STE G101,BUCA DI BEPPO,UNIVERSAL CITY,A,97,DA6C00IDB,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201704,2017-04-05,2017
72420,400 N PACIFIC COAST HWY,JOE'S DINER,REDONDO BEACH,A,94,DA00RLEAR,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201705,2017-05-11,2017
637741,1617 N HACIENDA BLVD,99 CENTS ONLY STORE #56,LA PUENTE,A,92,DAZVDFUKC,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201511,2015-11-04,2015
650953,5235 LANKERSHIM BLVD,GREENHOUSE JUICE BAR,LOS ANGELES,A,96,DA7ON0KOH,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201710,2017-10-10,2017
204254,3810 S WESTERN AVE,TRACEY'S RESTAURANT,LOS ANGELES,A,90,DANQZW5IQ,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201511,2015-11-30,2015
615522,17401 VENTURA BLVD # 27A,DE LOUNGE,ENCINO,A,90,DAGY76U90,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201603,2016-03-15,2016
481543,8514 E ALONDRA BLVD,GOLDEN BOWL,PARAMOUNT,A,91,DAT3RJ7SY,2.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201607,2016-07-06,2016
603700,1850 N HILLHURST AVE,SIMPLY THAI,LOS ANGELES,A,94,DAXAFQAFB,4.0,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE,201701,2017-01-05,2017
484762,600 W 9TH ST # C116-,PANINI CAFE DOWNTOWN,LOS ANGELES,A,91,DADKDPFCV,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201707,2017-07-11,2017
446326,322 S SAN DIMAS AVE,"RAIL SIDE CAFE, INC.",SAN DIMAS,A,98,DAWEK0KC0,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201510,2015-10-07,2015
861485,4425 CALLE MAYOR,PRINCE LIQUOR,TORRANCE,A,95,DAYW6QMVZ,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201705,2017-05-24,2017
465971,3130 WILSHIRE BLVD STE #150,BOB'S CAFE,LOS ANGELES,B,85,DAXE8AB0W,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201512,2015-12-17,2015
422391,53 PIER AVE,CAFE BONAPART,HERMOSA BEACH,B,83,DAWWE5MCC,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201701,2017-01-13,2017
742356,335 CULVER BLVD,PRINCE OF WHALES,PLAYA DEL REY,A,90,DADRQ5X3P,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201709,2017-09-06,2017
428551,11645 WILSHIRE BLVD STE #200,INDIAS OVEN,LOS ANGELES,B,81,DAH9IIDP2,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201702,2017-02-14,2017
405407,14060 OXNARD ST,7-ELEVEN STREET# 18949,VAN NUYS,A,97,DA6TFNS4G,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201702,2017-02-02,2017
747948,7030 VAN NUYS BLVD,BIRRIERIA LUPITA #2,VAN NUYS,A,91,DA585PFLA,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201507,2015-07-28,2015
129661,907 W AVENUE J # C,BIG ED'S SUSHI BAR AND GRILL,LANCASTER,A,91,DAJRPPHFM,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201508,2015-08-11,2015
106048,1101 W MCKINLEY AVE,SPECTRA FOOD SERVICES AND HOSPITALITY,POMONA,B,82,DAII6OIK8,11.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201709,2017-09-13,2017
450897,1261 CABRILLO AVE STE 100,CAFE ROMA CUISINE,TORRANCE,A,90,DAUYPZILO,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201702,2017-02-13,2017
443559,2432 W TEMPLE ST,NANAY GLORIA BAKESHOP & RESTAURANT,LOS ANGELES,A,92,DAWUI0PHA,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201610,2016-10-24,2016
301877,14527 PIONEER BLVD,ROSECRANS SPIRIT SHOP 5,NORWALK,A,97,DA0RVT2NF,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201611,2016-11-01,2016
140288,13840 LOS ANGELES ST,WATER 4 U,BALDWIN PARK,B,85,DAPLCUSBZ,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201704,2017-04-04,2017
734528,3850 WILSHIRE BLVD #107,WET DOCUMENT,LOS ANGELES,A,92,DATIETSJ0,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201604,2016-04-05,2016
451193,9201 SUNSET BLVD,ROKU,WEST HOLLYWOOD,A,96,DAAD8PK0G,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201705,2017-05-10,2017
512399,331 SANTA MONICA BLVD,JAMBA JUICE,LOS ANGELES,A,96,DA4XHJEOG,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201508,2015-08-11,2015
825849,4632 SANTA MONICA BLVD # 25,SABOR LATIN,LOS ANGELES,A,91,DAECNJWGR,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201609,2016-09-26,2016
867691,39224 10TH ST W,ASIA & BUFFET,PALMDALE,A,93,DAAVFTDND,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201507,2015-07-08,2015
25414,5245 W CENTINELA AVE,RALPHS MARKET #185,LOS ANGELES,A,96,DATVWMG4F,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201705,2017-05-25,2017
439610,5230 PACIFIC CONCOURSE DR # 130,CAFE 360,LOS ANGELES,A,97,DASMWT0CW,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201512,2015-12-15,2015
137617,1980 SATURN ST,CALIFORNIA DINING SERVICE,MONTEREY PARK,A,93,DATBJFOJZ,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201711,2017-11-02,2017
350673,2220 S AZUSA AVE,THE HOME DEPOT # 8463,WEST COVINA,A,98,DAGKPCQG0,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201712,2017-12-15,2017
131932,131 INTERNATIONAL BOARDWALK,FUN FISH MARKET,REDONDO BEACH,A,99,DAJPR4DNU,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201712,2017-12-13,2017
593531,131 W CARSON ST STE # D,CHOWKING,CARSON,B,85,DAQOEWRD6,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201605,2016-05-26,2016
668370,9860 NATIONAL BLVD,VONS MARKET #2100,LOS ANGELES,A,97,DANZ1MJFH,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201701,2017-01-12,2017
897047,2704 S ROBERTSON BLVD,DAVE'S LIQUOR,LOS ANGELES,A,90,DA4FN0DEI,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201705,2017-05-23,2017
658749,8508 E VALLEY BLVD # C102,HOT POINT HOT POT I,ROSEMEAD,A,97,DAT3HJNUF,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201710,2017-10-19,2017
4944,15144 E GALE AVE,JAY'S LIQUOR STORE,HACIENDA HEIGHTS,A,94,DAKHG2AY8,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201709,2017-09-27,2017
843393,962 MAIN ST,CILANTRO FRESH MEXICAN GRILL,EL SEGUNDO,A,95,DA5A6NLVD,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201608,2016-08-16,2016
306568,10750 GLENOAKS BLVD STE 11,RIGO'S TACO,PACOIMA,A,95,DAVYGMJCW,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201712,2017-12-14,2017
545875,1551 VICTORY BLVD,PECOS BILL,GLENDALE,A,92,DAF0Z0DEU,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201509,2015-09-23,2015
449837,6515 S SEPULVEDA BLVD,VIVA FRESH MEXICAN GRILL #1,LOS ANGELES,A,91,DAFKFPNI6,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201703,2017-03-08,2017
479558,11540 S HAWTHORNE BLVD STE D,PANAMERICA BAKERY #2,HAWTHORNE,A,93,DAZNUZYWM,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201604,2016-04-04,2016
227997,1216 1/2 S SANTEE ST,FRENCH BISTRO,LOS ANGELES,A,94,DAOL7L670,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201510,2015-10-02,2015
171071,8000 EASTERN AVE,66 BELL GARDENS GAS,BELL GARDENS,A,95,DAQIEUFA5,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201703,2017-03-06,2017
513361,12122 MAGNOLIA BLVD,JONS MARKET PLACE,VALLEY VILLAGE,A,96,DA05OZS9W,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201711,2017-11-13,2017
118394,20942 ROSCOE BLVD,SUBWAY,CANOGA PARK,A,97,DA6ITQPKI,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201704,2017-04-19,2017
447296,12301 ATLANTIC AVE,US FARMERS MARKET-DELI,LYNWOOD,A,96,DAL2KMKLU,1.0,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE,201701,2017-01-18,2017
465727,7228 CANBY AVE,EL CANCUN,RESEDA,A,91,DAKH9VNUV,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201606,2016-06-14,2016
215404,5400 W CENTURY BLVD,TRAVEL TRADERS,LOS ANGELES,A,99,DAOC8S3SM,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201711,2017-11-21,2017
271924,11340 E SOUTH ST,"TOYS ""R"" US",CERRITOS,A,100,DAUN3Z5JZ,0.0,No violation,No violation,201512,2015-12-10,2015
851261,2955 ROLLING HILLS RD,LAMPPOST PIZZA,TORRANCE,B,87,DAHDJQXTE,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201508,2015-08-20,2015
301122,10759 PICO BLVD,EINSTEIN BROS. BAGELS #3614,LOS ANGELES,A,94,DAXO70FWQ,1.0,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE,201604,2016-04-28,2016
506479,5005 KANAN RD,ABBY'S MILLSTONE BAKING CO.,AGOURA HILLS,A,97,DA6GKSPAJ,1.0,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE,201605,2016-05-10,2016
810222,2027 SAWTELLE BLVD,ASAHI RAMEN,LOS ANGELES,A,95,DA4PWVYYL,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201603,2016-03-24,2016
138613,38404 E 6TH ST E,SOYA GRILL,PALMDALE,A,98,DAPY0XQ47,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201710,2017-10-30,2017
836,10850 NATIONAL BLVD,TRADER JOE'S #007,LOS ANGELES,A,96,DABELTZLA,1.0,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE,201604,2016-04-20,2016
56490,725 E VALLEY BLVD # #B,M DELIVERY,SAN GABRIEL,A,91,DAK0XLR6P,2.0,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE,201507,2015-07-30,2015
557447,928 S WESTERN AVE # 139,BAB HANKKI ONE BITE,LOS ANGELES,A,91,DAK3HME8I,2.0,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE,201702,2017-02-07,2017
312636,12210 VENICE BLVD,GRAND VIEW MARKET,LOS ANGELES,A,90,DAPV0JDLM,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201508,2015-08-13,2015
801047,5556 SANTA MONICA BLVD,PRIME TIME PUB,LOS ANGELES,A,94,DA8YYMA36,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201709,2017-09-14,2017
275642,633 W BONITA AVE,LOWE'S #1170,SAN DIMAS,A,98,DAUVOD1BZ,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201602,2016-02-05,2016
376890,2600 PELLISSIER PL,PELLISSIER SHELL,INDUSTRY,A,96,DAOTWFYVB,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201705,2017-05-16,2017
11690,3448 E 1ST ST,TAMALES LILIANA'S,LOS ANGELES,A,91,DATRI9DIB,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201509,2015-09-29,2015
319794,3460 W 8TH ST,MAPO GALMAEGI BBQ,LOS ANGELES,A,90,DASPZE8BK,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201609,2016-09-28,2016
668563,200 E SEPULVEDA BLVD,ALBERTSON'S #3859,CARSON,A,96,DAD0BHZYH,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201710,2017-10-23,2017
887788,120 E LEMON AVE,WANGS PLACE,MONROVIA,A,91,DAQV4KTTD,2.0,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE,201507,2015-07-15,2015
239490,29281 AGOURA RD,LADY FACE ALEHOUSE & BRASSER,AGOURA HILLS,A,92,DAKPSK0YW,1.0,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE,201701,2017-01-18,2017
707176,7870 E FLORENCE AVE,EL TACO,DOWNEY,A,92,DACTGBBEZ,1.0,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE,201512,2015-12-01,2015
92664,2300 VENICE BLVD,TAQUERIA LOS FELIX,LOS ANGELES,A,93,DASR8LCRM,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201609,2016-09-22,2016
603326,1512 E AMAR RD #D,TASTEE BAKE SHOP,WEST COVINA,A,93,DA0JSJE39,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201703,2017-03-21,2017
554642,9725 CULVER BLVD,WILDCRAFT SOURDOUGH PIZZA,CULVER CITY,A,90,DAUECQDFX,4.0,# 09. Proper cooling methods,OUT OF COMPLIANCE,201509,2015-09-22,2015
651673,26791 AGOURA RD # D1,CHIPOTLE MEXICAN  GRILL #2824,CALABASAS,A,97,DAUB0DBJ2,2.0,"# 04. Proper eating, drinking, or tobacco use",OUT OF COMPLIANCE,201702,2017-02-16,2017
485427,3157 FOOTHILL BLVD STE G,LA CRESCENTA HANKOOK MARKET,LA CRESCENTA,A,92,DAZYMPIBH,1.0,# 27. Food separated and protected,OUT OF COMPLIANCE,201608,2016-08-03,2016
751135,1400 3RD STREET PROMENADE,CAFE BELLAGIO,SANTA MONICA,A,100,DAMRBYCAV,0.0,No violation,No violation,201704,2017-04-24,2017
179992,8322 S AVALON BLVD,JR MARKET DISCOUNT,LOS ANGELES,A,94,DACKOYXBJ,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201510,2015-10-26,2015
450076,3446 W SLAUSON AVE,WOODY'S BAR-B-Q,LOS ANGELES,B,84,DASA4EZB8,1.0,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE,201605,2016-05-25,2016
217193,11908 SAN VICENTE BLVD,ALFERD'S COFFEE,LOS ANGELES,A,93,DAMZHISAJ,2.0,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE,201511,2015-11-03,2015
278696,1837 E 1ST ST,LAS PALOMAS RESTAURANT,LOS ANGELES,A,90,DAAWPI5OX,1.0,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE,201512,2015-12-22,2015
885448,333 E ARROW HWY,LA WEST MARKET,CLAREMONT,A,96,DADESIWVS,1.0,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE,201708,2017-08-18,2017
678875,14326 TELEGRAPH RD,LUCKY PIZZA,WHITTIER,A,92,DAHHWPLDC,1.0,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE,201701,2017-01-24,2017
6170,1133 N WATSON AVE,GUARIO CAFE,WILMINGTON,B,84,DATT8ATLS,1.0,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE,201609,2016-09-21,2016
888164,5125 MELROSE AVE,LA FONDA ANTIOQUENA,LOS ANGELES,A,90,DA0CQEYEQ,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201707,2017-07-26,2017
822087,8500 S VILLAVERDE DR,FRIENDLY HILLS COUNTRY CLUB,WHITTIER,A,94,DAWEUBQFW,1.0,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE,201602,2016-02-11,2016
780982,2118 N BROADWAY AVE,EL 7 MARES,LOS ANGELES,B,86,DALKKIJC9,4.0,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE,201511,2015-11-02,2015
